Order_Date,Sales,day_of_week,day_of_month,month,quarter,year,week_of_year,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,days_since_start,dow_sin,dow_cos,month_sin,month_cos,lag_1,lag_2,lag_3,lag_5,lag_7,lag_10,lag_14,lag_21,lag_28,lag_30,rolling_mean_3,rolling_mean_7,rolling_mean_14,rolling_mean_21,rolling_mean_30,rolling_std_7,rolling_std_14,rolling_std_30,rolling_median_7,rolling_min_7,rolling_max_7,rolling_median_14,rolling_min_14,rolling_max_14,ewm_7,ewm_14,diff_1,diff_7,pct_change_1,pct_change_7
2015-02-22,19.44,6,22,2,1,2015,8,1,0,0,0,0,50,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,8.85,95.59,0.0,54.208,21.36,129.568,14.56,468.9,0.0,40.08,34.81333333333303,32.404571428571394,213.64900000000003,210.18857142857144,217.1018,33.58939806375066,547.7347509520106,418.9098584842193,21.36,0.0,95.59,17.96,0.0,2043.4,83.93137140996859,151.99034384544817,-86.74000000000001,-567.876,-0.9074170938382676,-0.9846547580653551
2015-02-23,11.364,0,23,2,1,2015,9,0,0,0,0,0,51,0.0,1.0,0.8660254037844386,0.5000000000000001,19.44,8.85,95.59,37.784,9.04,0.0,0.0,211.64600000000002,1097.25,0.0,41.29333333333303,32.13028571428568,213.99757142857146,188.7857142857143,216.41379999999998,33.702267231906085,547.5998434382974,419.2274457037238,19.44,0.0,95.59,20.4,0.0,2043.4,67.80852855747645,134.3169646660551,10.590000000000002,-1.9199999999999982,1.1966101694915259,-0.08988764044943809
2015-02-24,55.672,1,24,2,1,2015,9,0,0,0,0,0,52,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,11.364,19.44,8.85,0.0,54.208,576.726,0.0,97.11200000000001,426.67,0.0,13.217999999999696,32.46228571428568,214.80928571428575,179.2484761904762,216.79260000000002,33.44737822168045,547.2665522892177,419.03024615846914,19.44,0.0,95.59,20.4,0.0,2043.4,53.69739641810734,117.92323604391441,-8.076,2.3240000000000016,-0.4154320987654321,0.2570796460176994
2015-02-25,0.0,2,25,2,1,2015,9,0,0,0,0,0,53,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,55.672,11.364,19.44,95.59,37.784,21.36,2043.4,134.38400000000001,3.928,1097.25,28.82533333333303,32.671428571428535,218.78585714285717,177.27514285714287,218.64833333333334,33.610194935739806,545.7858901902346,418.1594141083887,19.44,0.0,95.59,29.572,0.0,2043.4,54.191047313580505,109.62307123805917,44.30799999999999,1.4639999999999986,3.898979232664554,0.02700708382526562
2015-02-26,0.0,3,26,2,1,2015,9,0,0,0,0,0,54,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.0,55.672,11.364,8.85,0.0,9.04,129.568,0.0,0.0,426.67,22.34533333333303,27.273714285714252,72.82871428571428,170.87590476190476,182.07333333333332,35.62585167034577,150.09503357664144,385.3612661881843,11.364,0.0,95.59,20.4,0.0,576.726,40.64328548518538,95.00666173965128,-55.672,-37.784,-1.0,-1.0
2015-03-01,2203.151,6,1,3,1,2015,9,1,1,0,0,0,57,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.0,19.456,0.0,55.672,19.44,0.0,21.36,14.56,468.9,240.5,6.485333333333028,15.133142857142825,23.768857142857144,147.47704761904762,168.3686,19.924346609334744,28.00469927283828,383.6751982167492,11.364,0.0,55.672,15.402000000000001,0.0,95.59,20.794386064062586,64.09406691615226,-19.456,-8.85,-1.0,-1.0
2015-03-03,1345.8919999999998,1,3,3,1,2015,10,0,0,0,0,0,59,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,47.76,2203.151,0.0,0.0,55.672,8.85,54.208,0.0,97.11200000000001,468.9,750.3036666666663,332.29128571428566,182.37678571428572,253.96995238095238,225.69343333333333,825.2990128825455,582.3073553342209,535.1485528660229,19.456,0.0,2203.151,19.448,0.0,2203.151,436.72765466103516,309.0961035947988,-2155.3909999999996,36.396,-0.9783219579593047,3.2027455121436113
2015-03-04,370.452,2,4,3,1,2015,10,0,0,0,0,0,60,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,1345.8919999999998,47.76,2203.151,19.456,0.0,19.44,37.784,2043.4,134.38400000000001,211.64600000000002,1198.934333333333,516.6084285714285,274.6399285714286,318.0600476190476,254.9265,894.4056945539973,657.8654129260624,571.6037168532629,19.456,0.0,2203.151,19.448,0.0,2203.151,664.0187409957764,447.3355564488256,1298.1319999999998,1290.2199999999998,27.180318257956447,23.175384394309525
2015-03-07,1561.062,5,7,3,1,2015,10,1,0,0,0,0,63,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.0,705.562,370.452,47.76,0.0,0.0,8.85,576.726,180.32,0.0,358.67133333333305,667.5452857142856,341.9713571428571,265.8241428571428,276.0222333333333,834.9966150487701,660.3888480889474,578.4026597855618,370.452,0.0,2203.151,19.448,0.0,2203.151,464.5205938575931,409.83056993128,-705.562,-19.456,-1.0,-1.0
2015-03-09,0.0,0,9,3,1,2015,11,0,0,0,0,0,65,0.0,1.0,1.0,6.123233995736766e-17,0.0,1561.062,0.0,370.452,47.76,19.456,11.364,9.04,0.0,180.32,520.3539999999997,575.8182857142856,451.4550714285714,311.6801428571428,317.0405666666666,653.7974194549133,727.99995333965,624.2187510503625,370.452,0.0,1561.062,33.608,0.0,2203.151,553.991959044896,488.21768141505027,-1561.062,-2203.151,-1.0,-1.0
2015-03-12,0.0,3,12,3,1,2015,11,0,0,0,0,0,68,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,918.314,741.956,0.0,1561.062,705.562,47.76,0.0,0.0,129.568,0.0,553.4233333333331,560.9848571428571,565.2574999999999,385.92957142857136,365.8869,595.2035425822627,715.7836413673045,634.0928725047027,705.562,0.0,1561.062,209.106,0.0,2203.151,602.4106077220655,525.9906329092935,176.35799999999995,547.862,0.23769334030589406,1.4789014501203934
2015-03-13,0.0,4,13,3,1,2015,11,0,0,0,0,0,69,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.0,918.314,741.956,0.0,0.0,1345.8919999999998,19.456,95.59,0.0,2043.4,553.4233333333331,460.1902857142856,565.2574999999999,385.92957142857136,365.8869,625.6047984304766,715.7836413673045,634.0928725047027,0.0,0.0,1561.062,209.106,0.0,2203.151,451.80795579154915,455.8585485213877,-918.314,-705.562,-1.0,-1.0
2015-03-18,28106.716,2,18,3,1,2015,12,0,0,0,0,0,74,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,3960.358,471.92,370.78200000000004,0.0,918.314,0.0,370.452,0.0,37.784,9.04,1601.0199999999998,1118.5605714285714,800.6397142857143,705.962619047619,503.90543333333335,1447.7374708777897,1108.777474235297,910.172043354657,471.92,0.0,3960.358,421.351,0.0,3960.358,1460.3179973216274,1025.6155616871133,3488.438,3218.402,7.392011357857264,4.337726226353046
2015-03-19,590.762,3,19,3,1,2015,12,0,0,0,0,0,75,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,28106.716,3960.358,471.92,2108.55,0.0,0.0,705.562,0.0,0.0,54.208,10846.331333333334,5002.618,2781.8014285714285,2044.3776666666665,1440.4946333333332,10289.920494475617,7371.821367954701,5117.172780846676,471.92,0.0,28106.716,588.741,0.0,28106.716,8121.91749799122,4636.428953462165,24146.358,27188.402000000002,6.097013956819055,29.60686867454923
2015-03-23,945.064,0,23,3,1,2015,13,0,0,0,0,0,79,0.0,1.0,1.0,6.123233995736766e-17,464.09299999999996,4109.816,0.0,28106.716,471.92,0.0,0.0,47.76,11.364,8.85,1524.636333333332,5386.237857142857,2988.8047857142856,2184.475952380952,1606.3976,10167.502890011365,7360.3172116497835,5124.8383422932275,590.762,0.0,28106.716,531.341,0.0,28106.716,3518.7461380362847,3203.7907539325024,-3645.723,93.31099999999992,-0.8870769396975436,0.25166000507036457
2015-03-24,65.38,1,24,3,1,2015,13,0,0,0,0,0,80,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,945.064,464.09299999999996,4109.816,590.762,3960.358,2108.55,741.956,1345.8919999999998,55.672,19.44,1839.6576666666654,5453.829857142858,3056.309357142857,2227.204714285714,1637.6047333333333,10130.895111731446,7335.087588702544,5117.6202047625475,945.064,0.0,28106.716,666.3589999999999,0.0,28106.716,2875.325603527214,2902.627186741502,480.971,473.14399999999995,1.0363677107821063,1.002593659942363
2015-03-25,459.146,2,25,3,1,2015,13,0,0,0,0,0,81,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,65.38,945.064,464.09299999999996,0.0,28106.716,370.78200000000004,918.314,370.452,0.0,11.364,491.51233333333204,4897.404428571428,3007.9824999999996,2166.2279523809525,1639.1360666666665,10331.56880198875,7353.713657880086,5117.126158048258,590.762,0.0,28106.716,531.341,0.0,28106.716,2172.8392026454103,2524.3275618426355,-879.684,-3894.978,-0.9308195000550228,-0.9834913914348147
2015-03-26,145.13,3,26,3,1,2015,13,0,0,0,0,0,82,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,459.146,65.38,945.064,4109.816,590.762,471.92,0.0,705.562,0.0,55.672,489.8633333333321,947.7515714285713,2975.1847857142857,2170.451476190476,1654.0621333333333,1430.3597377899678,7364.766186221051,5112.865700389954,464.09299999999996,0.0,4109.816,468.00649999999996,0.0,28106.716,1744.4159019840577,2248.9700202636172,393.766,-27647.57,6.022728663199756,-0.983664189014469
2015-03-27,0.0,4,27,3,1,2015,13,0,0,0,0,0,83,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,145.13,459.146,65.38,464.09299999999996,0.0,3960.358,0.0,0.0,19.456,0.0,223.21866666666543,884.0898571428571,2985.551214285714,2143.764238095238,1657.0440666666664,1458.5360247348856,7360.357086923811,5111.927340302299,459.146,0.0,4109.816,468.00649999999996,0.0,28106.716,1344.5944264880434,1968.4580175618016,-314.016,-445.63199999999995,-0.6839131779433993,-0.7543342327367027
2015-03-30,1170.3220000000001,0,30,3,1,2015,14,0,0,0,0,0,86,0.0,1.0,1.0,6.123233995736766e-17,890.841,1493.216,0.0,459.146,945.064,0.0,471.92,0.0,47.76,0.0,794.6856666666654,571.2538571428571,2978.745857142857,2182.9544761904763,1735.8640999999998,558.0133211588923,7355.171971690176,5095.035690625109,459.146,0.0,1493.216,531.341,0.0,28106.716,1069.9390236746433,1572.721468024675,-602.3749999999999,426.74800000000005,-0.4034078123995456,0.9195312146487882
2015-03-31,1959.552,1,31,3,1,2015,14,0,0,1,0,1,87,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,1170.3220000000001,890.841,1493.216,145.13,65.38,4109.816,3960.358,741.956,1345.8919999999998,2203.151,1184.7929999999988,603.4335714285714,3028.631714285714,2238.6840952380953,1774.874833333333,588.8085538253667,7339.212869749311,5085.758447310504,459.146,0.0,1493.216,740.8015,0.0,28106.716,1095.0347677559826,1519.068205621385,279.4810000000001,225.25800000000015,0.31372714098251,0.23835211160302383
2015-04-01,119.88799999999999,2,1,4,2,2015,14,0,1,0,1,0,88,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,1959.552,1170.3220000000001,890.841,0.0,459.146,464.09299999999996,28106.716,918.314,370.452,47.76,1340.238333333332,874.0295714285713,2885.717,2296.6648571428573,1766.7548666666667,720.7835156295216,7339.154557595623,5085.245519155046,890.841,0.0,1959.552,740.8015,0.0,28106.716,1311.164075816987,1577.7993782052004,789.2299999999998,1894.172,0.6743699597204869,28.97173447537473
2015-04-02,1458.558,3,2,4,2,2015,14,0,0,0,0,0,89,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,119.88799999999999,1959.552,1170.3220000000001,1493.216,145.13,945.064,590.762,0.0,705.562,1345.8919999999998,1083.2539999999988,825.5641428571428,886.6578571428571,2258.6445714285715,1769.1591333333333,763.4714692299314,1103.3222616564012,5084.421749993696,890.841,0.0,1959.552,527.4275,0.0,4109.816,1013.3450568627402,1383.411194444507,-1839.664,-339.25800000000004,-0.9388186687569404,-0.7388891550835682
2015-04-03,0.0,4,3,4,2,2015,14,0,0,0,0,0,90,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,1458.558,119.88799999999999,1959.552,890.841,0.0,65.38,0.0,0.0,0.0,370.452,1179.3326666666653,1013.1967142857142,948.6432857142856,2328.099714285714,1772.9146666666666,728.992550642921,1109.7776935397362,5084.139930992326,1170.3220000000001,0.0,1959.552,677.467,0.0,4109.816,1124.648292647055,1393.4307685185727,1338.67,1313.4279999999999,11.16600493794208,9.050010335561222
2015-04-06,1650.69,0,6,4,2,2015,15,0,0,0,0,0,93,0.0,1.0,0.8660254037844387,-0.4999999999999998,5179.738,475.844,0.0,119.88799999999999,1170.3220000000001,0.0,945.064,471.92,0.0,1561.062,1885.1939999999988,1480.5574285714285,1025.9056428571428,2479.3497142857145,1925.5669333333333,1782.4619379849094,1353.7756889892817,5116.199758698503,1170.3220000000001,0.0,5179.738,683.3425,0.0,5179.738,1858.6162484604765,1652.68997286972,4703.894,4288.897,9.885369995208514,4.814436021691862
2015-04-07,1021.1700000000001,1,7,4,2,2015,15,0,0,0,0,0,94,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,1650.69,5179.738,475.844,1458.558,1959.552,1493.216,65.38,3960.358,741.956,0.0,2435.423999999999,1549.1814285714286,1076.3075000000001,2535.4816190476186,1928.5545333333332,1777.7681541414745,1363.6339253328144,5116.005732067014,1458.558,0.0,5179.738,683.3425,0.0,5179.738,1806.6346863453573,1652.423309820424,-3529.0480000000002,480.36799999999994,-0.6813178581619379,0.41045797652270055
2015-04-08,1958.75,2,8,4,2,2015,15,0,0,0,0,0,95,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,1021.1700000000001,1650.69,5179.738,0.0,119.88799999999999,890.841,459.146,28106.716,918.314,0.0,2617.199333333332,1415.1268571428573,1144.5782142857142,2395.520285714286,1962.5935333333332,1777.046019158323,1332.7034564772812,5106.119348941457,1021.1700000000001,0.0,5179.738,956.0055,0.0,5179.738,1610.268514759018,1568.2562018443675,-629.52,-938.3819999999998,-0.3813677916507642,-0.47887578385263563
2015-04-09,0.0,3,9,4,2,2015,15,0,0,0,0,0,96,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,1958.75,1021.1700000000001,1650.69,475.844,1458.558,1170.3220000000001,145.13,590.762,0.0,741.956,1543.5366666666657,1677.8214285714287,1251.6927857142857,1150.3790476190475,2027.8852,1687.3143692778726,1333.6390203062501,5092.663894428923,1458.558,0.0,5179.738,1095.746,0.0,5179.738,1697.3888860692634,1620.322041598452,937.5799999999999,1838.862,0.9181429145000342,15.3381656212465
2015-04-10,0.0,4,10,4,2,2015,15,0,0,0,0,0,97,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0.0,1958.75,1021.1700000000001,5179.738,0.0,1959.552,0.0,0.0,0.0,918.314,993.3066666666655,1469.4560000000001,1241.3263571428572,1122.2475238095237,2003.1533333333332,1804.8672119636115,1343.4301283135487,5100.919103209298,1021.1700000000001,0.0,5179.738,1095.746,0.0,5179.738,1273.0416645519476,1404.2791027186584,-1958.75,-1458.558,-1.0,-1.0
2015-04-13,638.576,0,13,4,2,2015,16,0,0,0,0,0,100,0.0,1.0,0.8660254037844387,-0.4999999999999998,1872.443,1915.24,0.0,1958.75,1650.69,0.0,1170.3220000000001,945.064,471.92,2108.55,1262.5609999999988,1202.6132857142857,1341.5853571428572,1084.8081904761905,2098.7989666666667,880.7670188073982,1358.3902215949824,5082.501308245622,1650.69,0.0,1958.75,1314.44,0.0,5179.738,1364.282702232853,1385.1093744215977,-42.797000000000025,-3307.295,-0.02234550239134525,-0.6385062333268594
2015-04-14,0.0,1,14,4,2,2015,16,0,0,0,0,0,101,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,638.576,1872.443,1915.24,0.0,1021.1700000000001,475.844,1959.552,65.38,3960.358,370.78200000000004,1475.4196666666655,1058.0255714285715,1303.6035,1070.2135238095238,2049.799833333333,878.0213851275223,1370.92350237533,5089.485088374964,1021.1700000000001,0.0,1958.75,1239.864,0.0,5179.738,1182.8560266746397,1285.5715911653847,-1233.867,-1012.114,-0.6589610471453604,-0.6131460177259207
2015-04-15,294.71999999999997,2,15,4,2,2015,16,0,0,0,0,0,102,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.0,638.576,1872.443,0.0,1958.75,5179.738,119.88799999999999,459.146,28106.716,471.92,837.0063333333322,912.1441428571428,1163.6354999999999,1067.1001904761906,2037.4404333333332,965.6275467871193,1398.55544478991,5094.151113025988,638.576,0.0,1958.75,829.873,0.0,5179.738,887.1420200059797,1114.1620456766668,-638.576,-1021.1700000000001,-1.0,-1.0
2015-04-20,1250.45,0,20,4,2,2015,17,0,0,0,0,0,107,0.0,1.0,0.8660254037844387,-0.4999999999999998,205.47,1020.532,0.0,294.71999999999997,638.576,0.0,1650.69,1170.3220000000001,945.064,4109.816,408.6673333333321,314.05285714285714,758.3330714285713,999.0745238095237,985.1083666666667,385.0248718647202,799.391926765924,1216.4264229455482,205.47,0.0,1020.532,466.648,0.0,1958.75,480.6738973256378,715.6494752729899,-815.062,-1666.973,-0.7986638341570866,-0.8902663525672077
2015-04-21,845.36,1,21,4,2,2015,17,0,0,0,0,0,108,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,1250.45,205.47,1020.532,39.072,0.0,1915.24,1021.1700000000001,1959.552,65.38,464.09299999999996,825.4839999999989,401.4634285714286,729.7445,1002.8901428571428,889.7961666666666,517.6074759000173,771.7010569619034,1065.8520948577368,205.47,0.0,1250.45,466.648,0.0,1958.75,673.1179229942284,786.9562119032579,1044.98,611.874,5.085803280284226,0.9581850868181705
2015-04-23,643.98,3,23,4,2,2015,17,0,0,0,0,0,110,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,257.752,845.36,1250.45,1020.532,39.072,638.576,0.0,1458.558,145.13,65.38,784.5206666666654,516.9480000000001,595.6867857142857,956.3983333333334,879.5946666666666,509.78398820543055,686.7399412213086,1069.3090666280025,257.752,0.0,1250.45,276.236,0.0,1915.24,601.5718316842534,723.1445324962249,-587.608,-36.96799999999996,-0.6950979464370208,-0.12543431053203025
2015-04-24,0.0,4,24,4,2,2015,17,0,0,0,0,0,111,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,643.98,257.752,845.36,205.47,0.0,0.0,0.0,0.0,0.0,459.146,582.3639999999988,603.3634285714286,641.6853571428572,917.6089047619048,898.8813333333334,464.53858134811605,664.9939292455846,1059.2880498095888,643.98,0.0,1250.45,466.648,0.0,1915.24,612.17387376319,712.5892614967283,386.228,604.908,1.4984481206741362,15.481879606879605
2015-04-27,0.0,0,27,4,2,2015,18,0,0,0,0,0,114,0.0,1.0,0.8660254037844387,-0.4999999999999998,282.568,2379.9939999999997,0.0,257.752,1250.45,0.0,638.576,1650.69,1170.3220000000001,1493.216,887.5206666666654,808.5862857142856,561.3195714285714,775.084142857143,967.4908666666666,809.0054295807944,660.5577604852919,1086.1424079489227,643.98,0.0,2379.9939999999997,288.644,0.0,2379.9939999999997,775.1517279938457,776.5664792617222,-2097.4259999999995,77.09799999999998,-0.8812736502697065,0.37522752713291463
2015-04-28,2578.476,1,28,4,2,2015,18,0,0,0,0,0,115,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,282.568,2379.9939999999997,643.98,845.36,1020.532,0.0,1021.1700000000001,1959.552,890.841,887.5206666666654,629.9505714285714,515.707,696.4798571428572,917.717,832.8797353221252,676.6637175417255,1095.3944826689226,282.568,0.0,2379.9939999999997,270.15999999999997,0.0,2379.9939999999997,581.3637959953843,673.0242820268259,-282.568,-1250.45,-1.0,-1.0
2015-04-30,1048.74,3,30,4,2,2015,18,0,0,1,0,0,117,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,768.8439999999999,2578.476,0.0,2379.9939999999997,643.98,1250.45,39.072,0.0,1458.558,1959.552,1115.773333333332,950.5517142857143,733.7498571428571,713.9750952380953,960.5889,1085.7981705678726,845.3978091673201,1136.5009084709673,643.98,0.0,2578.476,463.274,0.0,2578.476,1002.6923852474038,905.985776277927,-1809.632,511.0919999999999,-0.7018223167483428,1.9828827710357237
2015-05-01,0.0,4,1,5,2,2015,18,0,1,0,0,0,118,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,1048.74,768.8439999999999,2578.476,282.568,0.0,845.36,0.0,0.0,0.0,119.88799999999999,1465.3533333333319,1008.3745714285714,805.869,763.9150952380953,930.2284999999999,1077.4968172455328,824.3828460335108,1120.9538096597344,768.8439999999999,0.0,2578.476,706.412,0.0,2578.476,1014.2042889355528,925.0196727742034,279.8960000000001,404.76,0.36404784325558914,0.6285288362992638
2015-05-04,187.43200000000002,0,4,5,2,2015,19,0,0,0,0,0,121,0.0,1.0,0.49999999999999994,-0.8660254037844387,72.632,506.12,0.0,768.8439999999999,0.0,0.0,1250.45,638.576,1650.69,475.844,192.9173333333321,710.6874285714285,759.6368571428571,611.1088571428571,896.9053666666666,918.8227685857522,833.2464333410135,1120.1266694371877,506.12,0.0,2578.476,575.05,0.0,2578.476,540.9229343946863,670.3227914325704,-433.488,-209.93599999999998,-0.8564925314154745,-0.7429574474108886
2015-05-06,254.456,2,6,5,2,2015,19,0,0,0,0,0,123,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,260.977,187.43200000000002,72.632,0.0,768.8439999999999,282.568,257.752,294.71999999999997,1958.75,1650.69,173.6803333333321,406.3921428571429,641.9653571428571,602.0532857142857,723.3329333333334,387.2052165800166,839.4080766666317,784.984439324093,260.977,0.0,1048.74,271.7725,0.0,2578.476,404.65690059701103,559.9426388982417,73.54499999999996,-2317.4990000000003,0.39238230398224405,-0.8987863373558644
