Order_Date,Sales,week_of_year,month,quarter,year,weeks_since_start,week_sin,week_cos,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_2,rolling_std_2,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8,diff_1,pct_change_1
2015-06-14,8683.282000000001,24,6,2,2015,23,0.23931566428755768,-0.970941817426052,8569.948,6523.233,6241.984,3967.87,2198.37,37703.665,7546.5905,1447.2460556562633,6325.75875,1883.440029603882,5558.598125,1898.769972545259,2046.7150000000001,0.31375776397991606
2015-06-21,11139.4446,25,6,2,2015,24,0.12053668025532308,-0.992708874098054,8683.282000000001,8569.948,6523.233,6241.984,5660.104,3998.777,8626.615000000002,80.13923993964266,7504.61175,1301.4783862747279,6369.212125000001,1623.6223906153598,113.33400000000074,0.01322458432653284
2015-06-28,5143.956999999999,26,6,2,2015,25,-3.216245299353273e-16,-1.0,11139.4446,8683.282000000001,8569.948,6523.233,4974.812,10363.902,9911.3633,1736.7692301568106,8728.976900000001,1888.8302288322764,7054.129700000001,2297.5898716265206,2456.1625999999997,0.28286108869895044
2015-07-05,3158.4,27,7,3,2015,26,-0.12053668025532283,-0.992708874098054,5143.956999999999,11139.4446,8683.282000000001,8569.948,6332.464,8418.293,8141.7008000000005,4239.449938479872,8384.1579,2464.041386287751,7075.272825,2276.4024223642027,-5995.487600000001,-0.5382214118646454
2015-07-12,6290.629,28,7,3,2015,27,-0.23931566428755743,-0.9709418174260521,3158.4,5143.956999999999,11139.4446,8683.282000000001,3967.87,2198.37,4151.1785,1404.0008191324562,7031.2709,3566.852701803791,6678.514825,2667.39167438457,-1985.5569999999993,-0.38599797782135414
2015-07-19,1387.686,29,7,3,2015,28,-0.3546048870425356,-0.9350162426854148,6290.629,3158.4,5143.956999999999,11139.4446,6241.984,5660.104,4724.514499999999,2214.8203661291827,6433.10765,3393.8929095266185,6968.859700000001,2447.5441711017593,3132.229,0.9917138424518743
2015-07-26,21590.079999999998,30,7,3,2015,29,-0.46472317204376806,-0.8854560256532101,1387.686,6290.629,3158.4,5143.956999999999,6523.233,4974.812,3839.1575,3466.904243071131,3995.1679999999997,2167.0256447636643,6362.072450000001,3153.4319793493028,-4902.943,-0.7794042535333112
2015-08-02,3255.66,31,8,3,2015,30,-0.5680647467311556,-0.8229838658936565,21590.079999999998,1387.686,6290.629,3158.4,8569.948,6332.464,11488.882999999998,14285.249793602425,8106.69875,9214.670768646245,8245.428325,6246.129534628221,20202.393999999997,14.558332360490773
2015-08-09,13454.076000000001,32,8,3,2015,31,-0.663122658240795,-0.7485107481711013,3255.66,21590.079999999998,1387.686,6290.629,8683.282000000001,3967.87,12422.869999999997,12964.392711122266,8131.013749999999,9197.37324242599,7581.142324999999,6484.720579318167,-18334.42,-0.8492057463427648
2015-08-16,3187.942,33,8,3,2015,32,-0.7485107481711011,-0.6631226582407952,13454.076000000001,3255.66,21590.079999999998,1387.686,11139.4446,6241.984,8354.867999999999,7211.369110961395,9921.8755,9414.426095809398,8177.491575,6811.678895279399,10198.416000000001,3.132518751958129
2015-08-23,4366.4980000000005,34,8,3,2015,33,-0.8229838658936564,-0.5680647467311559,3187.942,13454.076000000001,3255.66,21590.079999999998,5143.956999999999,6523.233,8321.008999999998,7259.2529679697855,10371.9395,8899.391284136591,7183.553749999999,6897.3279054398345,-10266.134000000002,-0.7630500972344738
2015-08-30,4901.8925,35,8,3,2015,34,-0.8854560256532096,-0.4647231720437691,4366.4980000000005,3187.942,13454.076000000001,3255.66,3158.4,8569.948,3777.2199999999984,833.3649396081448,6066.044,4954.9033892027965,7086.371375,6935.542192524633,1178.5560000000005,0.36969179489463744
2015-09-06,4234.85,36,9,3,2015,35,-0.9350162426854147,-0.3546048870425359,4901.8925,4366.4980000000005,3187.942,13454.076000000001,6290.629,8683.282000000001,4634.195249999999,378.58108156010246,6477.602125,4705.765007430859,7304.3079375,6820.926168787314,535.3944999999994,0.122614163569982
2015-09-13,29959.137,37,9,3,2015,36,-0.970941817426052,-0.23931566428755774,4234.85,4901.8925,4366.4980000000005,3187.942,1387.686,11139.4446,4568.371249999998,471.67027508972444,4172.795625000001,717.1448648048226,7047.3355624999995,6902.804660115425,-667.0424999999996,-0.13607856557441833
2015-09-20,20685.832000000002,38,9,3,2015,37,-0.992708874098054,-0.12053668025532357,29959.137,4234.85,4901.8925,4366.4980000000005,21590.079999999998,5143.956999999999,17096.993499999997,18189.81777888895,10865.594375,12732.296659606787,10618.7669375,10172.926399028975,25724.286999999997,6.074426957271213
2015-09-27,17249.3338,39,9,3,2015,38,-1.0,-1.8369701987210297e-16,20685.832000000002,29959.137,4234.85,4901.8925,3255.66,3158.4,25322.4845,6557.216849511134,14945.427875000001,12569.179003336443,10505.735937500001,10037.735240025593,-9273.304999999997,-0.3095317799040739
2015-10-04,11781.179,40,10,4,2015,39,-0.992708874098054,0.1205366802553232,17249.3338,20685.832000000002,29959.137,4234.85,13454.076000000001,6290.629,18967.5829,2429.971180755409,18032.2882,10650.091321547094,12254.9451625,9810.544975185476,-3436.498200000002,-0.16612811125991944
2015-10-11,4751.272,41,10,4,2015,40,-0.9709418174260521,0.23931566428755738,11781.179,17249.3338,20685.832000000002,29959.137,3187.942,1387.686,14515.256399999998,3866.5693396577967,19918.87045,7632.029666157475,12045.8330375,9799.156418033932,-5468.1548,-0.3170067240509892
2015-10-18,10468.226,42,10,4,2015,41,-0.9350162426854148,0.35460488704253557,4751.272,11781.179,17249.3338,20685.832000000002,4366.4980000000005,21590.079999999998,8266.225499999999,4970.8949108108,13616.904199999999,6955.420101286975,12241.2492875,9611.058753533773,-7029.907,-0.5967065774995864
2015-10-25,3882.9900000000002,43,10,4,2015,42,-0.8854560256532101,0.464723172043768,10468.226,4751.272,11781.179,17249.3338,4901.8925,3255.66,7609.748999999998,4042.4969411315847,11062.5027,5130.892463918735,13003.9652875,9126.767309966666,5716.954000000001,1.2032470462646634
2015-11-01,14794.436,44,11,4,2015,43,-0.822983865893657,0.5680647467311548,3882.9900000000002,10468.226,4751.272,11781.179,4234.85,13454.076000000001,7175.607999999997,4656.465031313799,7720.916749999999,3982.541455464454,12876.602475000002,9262.088681170815,-6585.236000000001,-0.6290689559052317
2015-11-08,14934.875,45,11,4,2015,44,-0.7485107481711011,0.6631226582407952,14794.436,3882.9900000000002,10468.226,4751.272,29959.137,3187.942,9338.712999999998,7715.557459150844,8474.231,5127.082501703154,14196.550725000001,8582.07517107712,10911.446,2.810062863927025
2015-11-15,15130.8292,46,11,4,2015,45,-0.6631226582407955,0.7485107481711007,14934.875,14794.436,3882.9900000000002,10468.226,20685.832000000002,4366.4980000000005,14864.655499999997,99.30536924418253,11020.131749999999,5190.182386052366,12318.517975,5848.492360939625,140.4390000000003,0.009492690360078715
2015-11-22,26793.6235,47,11,4,2015,46,-0.5680647467311559,0.8229838658936564,15130.8292,14934.875,14794.436,3882.9900000000002,17249.3338,4901.8925,15032.852099999998,138.5605436227896,12185.782549999998,5536.91388229507,11624.142624999999,4978.15131623868,195.95420000000013,0.013120578511705006
2015-11-29,16191.363,48,11,4,2015,47,-0.4647231720437684,0.88545602565321,26793.6235,15130.8292,14934.875,14794.436,11781.179,4234.85,20962.226349999997,8246.84093711383,17913.440925,5921.7288373465835,12817.1788375,7176.923582054844,11662.794300000001,0.7707967716666844
2015-12-06,13185.832,49,12,4,2015,48,-0.35460488704253595,0.9350162426854147,16191.363,26793.6235,15130.8292,14934.875,4751.272,29959.137,21492.49325,7496.930295456292,18262.672674999998,5714.02154546026,13368.451837499999,7254.931647344823,-10602.260500000002,-0.395700883831558
2015-12-13,8971.0645,50,12,4,2015,49,-0.2393156642875578,0.970941817426052,13185.832,16191.363,26793.6235,15130.8292,10468.226,20685.832000000002,14688.597499999998,2125.2313511664297,17825.411925,6106.974501491142,14422.7718375,6384.390213722735,-3005.530999999999,-0.18562557086762854
2015-12-20,23416.453,51,12,4,2015,50,-0.12053668025532363,0.992708874098054,8971.0645,13185.832,16191.363,26793.6235,3882.9900000000002,17249.3338,11078.448249999998,2980.290680374704,16285.47075,7605.665205544333,14235.62665,6536.988847548101,-4214.7675,-0.31964365236869385
2015-12-27,10632.52,52,12,4,2015,51,6.432490598706546e-16,1.0,23416.453,8971.0645,13185.832,16191.363,14794.436,11781.179,16193.758749999997,10214.43216522418,15441.178125,6085.9604320777535,16677.309525,5713.911933870111,14445.388500000001,1.6102201137891718
2016-01-03,15880.6606,53,1,1,2016,52,0.12053668025532314,0.992708874098054,10632.52,23416.453,8971.0645,13185.832,14934.875,4751.272,17024.4865,9039.605714534495,14051.467375,6479.505507990446,16157.070025,6087.112870737475,-12783.933,-0.5459380632925064
2016-01-10,1973.444,1,1,1,2016,53,0.12053668025532305,0.992708874098054,15880.6606,10632.52,23416.453,8971.0645,15130.8292,10468.226,13256.590299999996,3710.995806880454,14725.174525,6499.565955772882,16275.293225,6069.142436464183,5248.140599999999,0.4935932967913532
2016-01-17,1720.158,2,1,1,2016,54,0.23931566428755774,0.970941817426052,1973.444,15880.6606,10632.52,23416.453,26793.6235,3882.9900000000002,8927.052299999996,9833.887165290127,12975.769400000001,9018.28233603332,14630.620075,7923.157060037002,-13907.2166,-0.8757328772582672
2016-01-24,358.522,3,1,1,2016,55,0.3546048870425356,0.9350162426854148,1720.158,1973.444,15880.6606,10632.52,16191.363,14794.436,1846.8009999999963,179.10024817977975,7551.695649999999,6927.887091265672,11496.4368875,7363.922375212524,-253.28600000000006,-0.12834719404249628
2016-01-31,10314.516,4,1,1,2016,56,0.4647231720437685,0.8854560256532099,358.522,1720.158,1973.444,15880.6606,13185.832,14934.875,1039.3399999999963,962.8220491077532,4983.196149999999,7299.506111271663,9517.331762500002,8020.219353163774,-1361.636,-0.7915761226585
2016-02-07,3249.49,5,2,1,2016,57,0.5680647467311558,0.8229838658936564,10314.516,358.522,1720.158,1973.444,8971.0645,15130.8292,5336.518999999997,7039.9508708525855,3591.659999999999,4537.661544688704,9158.4172625,7895.880309915129,9955.993999999999,27.769548312237465
2016-02-14,2071.846,6,2,1,2016,58,0.6631226582407952,0.7485107481711011,3249.49,10314.516,358.522,1720.158,23416.453,26793.6235,6782.002999999996,4995.727793859279,3910.671499999999,4429.541015355692,8443.22045,8169.654211694084,-7065.026,-0.6849595269424178
2016-02-21,4776.534,7,2,1,2016,59,0.7485107481711011,0.6631226582407953,2071.846,3249.49,10314.516,358.522,10632.52,16191.363,2660.667999999996,832.7200582236947,3998.5934999999986,4374.7194018049895,5775.144574999999,5690.22266647214,-1177.6439999999998,-0.362408870315034
2016-02-28,1853.5410000000002,8,2,1,2016,60,0.8229838658936564,0.5680647467311559,4776.534,2071.846,3249.49,10314.516,15880.6606,13185.832,3424.189999999996,1912.5032257939015,5103.096499999999,3646.4536617549843,5043.146325,5342.110250711747,2704.6879999999996,1.3054483779199804
2016-03-06,6066.2554,9,3,1,2016,61,0.8854560256532099,0.4647231720437686,1853.5410000000002,4776.534,2071.846,3249.49,1973.444,8971.0645,3315.0374999999963,2066.868171660829,2987.852749999999,1340.841300194618,3289.756375,3114.3412385210113,-2922.9929999999995,-0.611948538417187
2016-03-13,5375.648,10,3,1,2016,62,0.9350162426854148,0.35460488704253557,6066.2554,1853.5410000000002,4776.534,2071.846,1720.158,23416.453,3959.8981999999965,2978.838919442232,3692.044099999999,2067.053714203136,3801.3577999999998,3202.1472677925644,4212.7144,2.272792670893171
2016-03-20,13310.136,11,3,1,2016,63,0.970941817426052,0.23931566428755804,5375.648,6066.2554,1853.5410000000002,4776.534,358.522,10632.52,5720.951699999996,488.3331756777086,4517.994599999999,1852.8209544056085,4258.29405,3122.5653603179553,-690.6073999999999,-0.11384410224468955
2016-03-27,5012.915,12,3,1,2016,64,0.992708874098054,0.120536680255323,13310.136,5375.648,6066.2554,1853.5410000000002,10314.516,15880.6606,9342.891999999996,5610.5302700432985,6651.3951,4807.222117810316,5877.2458,4035.777204338313,7934.488,1.4760058694319271
2016-04-03,2873.5840000000003,13,4,2,2016,65,1.0,-1.6081226496766364e-16,5012.915,13310.136,5375.648,6066.2554,3249.49,1973.444,9161.525499999996,5867.021234103438,7441.238599999999,3936.917386532018,5214.545675,3616.565315323718,-8297.221000000001,-0.6233761247818956
2016-04-10,6433.63,14,4,2,2016,66,0.992708874098054,-0.12053668025532288,2873.5840000000003,5012.915,13310.136,5375.648,2071.846,1720.158,3943.249499999997,1512.7354573026232,6643.07075,4579.758276105073,5167.557425,3648.048545903538,-2139.3309999999997,-0.4267638689265626
2016-04-17,11463.31,15,4,2,2016,67,0.9709418174260521,-0.2393156642875575,6433.63,2873.5840000000003,5012.915,13310.136,4776.534,358.522,4653.606999999998,2517.3326679360607,6907.56625,4512.214206097369,5712.780425,3439.251848322789,3560.046,1.2388870483688659
2016-04-24,4603.642,16,4,2,2016,68,0.9350162426854148,-0.35460488704253545,11463.31,6433.63,2873.5840000000003,5012.915,1853.5410000000002,10314.516,8948.469999999998,3556.520835198373,6445.85975,3651.001746945657,6548.627425000001,3953.3364624741694,5029.679999999999,0.7817794930700086
2016-05-01,11805.6065,17,5,2,2016,69,0.8854560256532099,-0.4647231720437685,4603.642,11463.31,6433.63,2873.5840000000003,6066.2554,3249.49,8033.475999999997,4850.517759488374,6343.541499999999,3709.806857206584,6892.39005,3589.5848173204517,-6859.668,-0.5984020322228047
2016-05-08,7774.9439999999995,18,5,2,2016,70,0.8229838658936565,-0.5680647467311557,11805.6065,4603.642,11463.31,6433.63,5375.648,2071.846,8204.624249999997,5092.557935814795,8576.547125,3611.8459398956975,7609.8089375,3955.7465011342065,7201.9645,1.5644058551903037
2016-05-15,4905.0615,19,5,2,2016,71,0.7485107481711013,-0.663122658240795,7774.9439999999995,11805.6065,4603.642,11463.31,13310.136,4776.534,9790.275249999997,2850.1087864243486,8911.875624999999,3402.7922962554153,7909.720937499999,3851.7478314751124,-4030.6625000000004,-0.3414193502044982
2016-05-22,4418.17,20,5,2,2016,72,0.6631226582407952,-0.7485107481711012,4905.0615,7774.9439999999995,11805.6065,4603.642,5012.915,1853.5410000000002,6340.002749999997,2029.3133769586284,7272.313499999999,3343.105963511351,6859.086625,3270.74839230095,-2869.8824999999997,-0.3691193788662658
2016-05-29,6551.177,21,5,2,2016,73,0.5680647467311558,-0.8229838658936564,4418.17,4905.0615,7774.9439999999995,11805.6065,2873.5840000000003,6066.2554,4661.615749999997,344.28428135222043,7225.945499999998,3393.3660784821254,6784.7435,3325.0150250904962,-486.8914999999997,-0.09926307753735597
2016-06-05,9418.944,22,6,2,2016,74,0.46472317204376906,-0.8854560256532096,6551.177,4418.17,4905.0615,7774.9439999999995,6433.63,5375.648,5484.673499999997,1508.2637140184067,5912.338124999998,1541.0559517025126,7244.442625,2938.8256354930704,2133.0069999999996,0.4827806535284971
2016-06-12,4550.428,23,6,2,2016,75,0.35460488704253584,-0.9350162426854147,9418.944,6551.177,4418.17,4905.0615,11463.31,13310.136,7985.060499999997,2027.8174925630328,6323.338124999998,2256.535726567991,7617.6068749999995,3009.8386161769954,2867.767,0.4377483618592506
2016-06-19,7687.451000000001,24,6,2,2016,76,0.23931566428755768,-0.970941817426052,4550.428,9418.944,6551.177,4418.17,4603.642,5012.915,6984.685999999997,3442.5606779152217,6234.679749999999,2336.387592867014,6753.496625,2727.0748588494894,-4868.516,-0.516885544706498
2016-06-26,6242.707,25,6,2,2016,77,0.12053668025532308,-0.992708874098054,7687.451000000001,4550.428,9418.944,6551.177,11805.6065,2873.5840000000003,6118.939499999998,2218.2102360381914,7052.0,2042.458324425901,7138.97275,2594.5057917169715,3137.023000000001,0.6893907562101853
2016-07-03,4014.966,26,7,3,2016,78,-3.216245299353273e-16,-1.0,6242.707,7687.451000000001,4550.428,9418.944,7774.9439999999995,6433.63,6965.078999999998,1021.5882794786337,6974.882499999999,2073.262410497441,6443.6103125,1783.968789960296,-1444.7440000000006,-0.18793537675882432
2016-07-10,4291.266,27,7,3,2016,79,-0.12053668025532283,-0.992708874098054,4014.966,6242.707,7687.451000000001,4550.428,4905.0615,11463.31,5128.836499999998,1575.250767827331,5623.887999999999,1671.5437558749936,5973.6130625000005,1876.0329342971322,-2227.7410000000004,-0.35685496692380414
2016-07-17,10366.159,28,7,3,2016,80,-0.23931566428755743,-0.9709418174260521,4291.266,4014.966,6242.707,7687.451000000001,4418.17,4603.642,4153.115999999997,195.37360364205975,5559.097499999999,1730.9871337031022,5896.888625,1937.5202515614867,276.2999999999997,0.06881751925171953
2016-07-24,3955.135,29,7,3,2016,81,-0.3546048870425356,-0.9350162426854148,10366.159,4291.266,4014.966,6242.707,6551.177,11805.6065,7328.712499999997,4295.598035282703,6228.7744999999995,2931.042583430056,6640.38725,2379.776110309295,6074.893,1.4156412117076873
2016-07-31,7539.815,30,7,3,2016,82,-0.46472317204376806,-0.8854560256532101,3955.135,10366.159,4291.266,4014.966,9418.944,7774.9439999999995,7160.646999999997,4533.278544749717,5656.881499999999,3142.930051467316,6315.8820000000005,2563.5781986901584,-6411.023999999999,-0.6184570389090115
2016-08-07,3837.8992,31,8,3,2016,83,-0.5680647467311556,-0.8229838658936565,7539.815,3955.135,10366.159,4291.266,4550.428,4905.0615,5747.474999999997,2534.7515363838124,6538.093749999999,3020.896106749935,6080.990875,2312.4248174160393,3584.6799999999994,0.906335687656679
2016-08-14,7272.986,32,8,3,2016,84,-0.663122658240795,-0.7485107481711013,3837.8992,7539.815,3955.135,10366.159,7687.451000000001,4418.17,5688.857099999997,2617.6497655616417,6424.752049999999,3139.472894673819,5991.924775,2392.1459326059867,-3701.9157999999998,-0.4909823119002257
2016-08-21,7085.682,33,8,3,2016,85,-0.7485107481711011,-0.6631226582407952,7272.986,3837.8992,7539.815,3955.135,6242.707,6551.177,5555.442599999997,2428.9731702444174,5651.4587999999985,2029.9222034039396,5940.11665,2354.368922668517,3435.0868,0.8950435175577305
2016-08-28,15773.478,34,8,3,2016,86,-0.8229838658936564,-0.5680647467311559,7085.682,7272.986,3837.8992,7539.815,4014.966,9418.944,7179.333999999997,132.44392854380752,6434.095549999998,1740.7999194610152,6045.488525,2388.4634738996824,-187.3040000000001,-0.025753383823370446
2016-09-04,8162.043,35,9,3,2016,87,-0.8854560256532096,-0.4647231720437691,15773.478,7085.682,7272.986,3837.8992,4291.266,4550.428,11429.579999999996,6143.199465165376,8492.511299999998,5103.733944367064,7515.302524999999,4020.682889891805,8687.795999999998,1.226105828627364
2016-09-11,8243.94,36,9,3,2016,88,-0.9350162426854147,-0.3546048870425359,8162.043,15773.478,7085.682,7272.986,10366.159,7687.451000000001,11967.760499999997,5382.097303060644,9573.547249999998,4159.869433837341,7999.14965,3804.3627908717053,-7611.4349999999995,-0.48254639845441827
2016-09-18,24095.96,37,9,3,2016,89,-0.970941817426052,-0.23931566428755774,8243.94,8162.043,15773.478,7085.682,3955.135,6242.707,8202.991499999996,57.90992405983688,9816.28575,4006.375193631794,7733.872275,3687.9426335589997,81.89700000000084,0.010033884898670742
2016-09-25,18316.364999999998,38,9,3,2016,90,-0.992708874098054,-0.12053668025532357,24095.96,8243.94,8162.043,15773.478,7539.815,4014.966,16169.949999999997,11209.070837504783,14068.855249999999,7577.788529945536,10251.4754,6524.00951919685,15852.019999999999,1.92286940467786
2016-10-02,9591.275,39,10,4,2016,91,-1.0,-1.8369701987210297e-16,18316.364999999998,24095.96,8243.94,8162.043,3837.8992,4291.266,21206.162499999995,4086.7908170119,14704.577,7869.512242330261,11598.54415,6980.70288973667,-5779.595000000001,-0.23985742838218527
2016-10-09,3987.545,40,10,4,2016,92,-0.992708874098054,0.1205366802553232,9591.275,18316.364999999998,24095.96,8243.94,7272.986,10366.159,13953.819999999996,6169.5703054629475,15061.884999999998,7497.068293031829,12317.716124999999,6333.305868941967,-8725.089999999998,-0.4763548881014328
2016-10-16,9673.8455,41,10,4,2016,93,-0.9709418174260521,0.23931566428755738,3987.545,9591.275,18316.364999999998,24095.96,7085.682,3955.135,6789.409999999996,3962.4354829385056,13997.786249999997,8948.845489497857,11907.035999999998,6796.727429160979,-5603.73,-0.5842528756604309
2016-10-23,5588.974,42,10,4,2016,94,-0.9350162426854148,0.35460488704253557,9673.8455,3987.545,9591.275,18316.364999999998,15773.478,7539.815,6830.695249999996,4020.8216434144692,10392.257624999998,5915.220780502407,12230.5564375,6592.99290212503,5686.300499999999,1.4260153803906914
2016-10-30,6122.684,43,10,4,2016,95,-0.8854560256532101,0.464723172043768,5588.974,9673.8455,3987.545,9591.275,8162.043,3837.8992,7631.409749999996,2888.440337925684,7210.409874999999,2872.4522694732577,10957.4934375,6791.441007543731,-4084.8714999999993,-0.4222593279993979
2016-11-06,15492.867,44,11,4,2016,96,-0.822983865893657,0.5680647467311548,6122.684,5588.974,9673.8455,3987.545,8243.94,7272.986,5855.828999999996,377.38996018720417,6343.262124999998,2398.5964003689915,10702.5735625,6947.832783575509,533.71,0.09549337678078307
2016-11-13,27965.3492,45,11,4,2016,97,-0.7485107481711011,0.6631226582407952,15492.867,6122.684,5588.974,9673.8455,24095.96,7085.682,10807.775499999996,6625.7199402589185,9219.592625,4558.236197268764,11608.6894375,7053.270033020896,9370.183,1.53040447620684
2016-11-20,15075.134,46,11,4,2016,98,-0.6631226582407955,0.7485107481711007,27965.3492,15492.867,6122.684,5588.974,18316.364999999998,15773.478,21729.108099999998,8819.376741848524,13792.46855,10486.25797068406,12092.3630875,8088.591595560884,12472.4822,0.8050467482874539
2016-11-27,13504.0113,47,11,4,2016,99,-0.5680647467311559,0.8229838658936564,15075.134,27965.3492,15492.867,6122.684,9591.275,8162.043,21520.241599999998,9114.758578873923,16164.008549999999,8976.560562961535,11687.2092125,7808.628224220761,-12890.2152,-0.46093524911178296
2016-12-04,20712.100000000002,48,12,4,2016,100,-0.4647231720437684,0.88545602565321,13504.0113,15075.134,27965.3492,15492.867,3987.545,8243.94,14289.572649999998,1110.951515246195,18009.340375,6692.3415706734595,12176.30125,7781.083881912676,-1571.1227,-0.10421948488152744
2016-12-11,15675.144,49,12,4,2016,101,-0.35460488704253595,0.9350162426854147,20712.100000000002,13504.0113,15075.134,27965.3492,9673.8455,24095.96,17108.05565,5096.888399164147,19314.148625,6545.341349949248,14266.870625000001,7508.634586990148,7208.088700000002,0.5337738942798427
2016-12-18,11314.539999999999,50,12,4,2016,102,-0.2393156642875578,0.970941817426052,15675.144,20712.100000000002,13504.0113,15075.134,5588.974,18316.364999999998,18193.622000000003,3561.6657441382995,16241.597325,3117.759744294543,15017.0329375,7280.527450140084,-5036.956000000002,-0.24318905374153277
2016-12-25,22843.047,51,12,4,2016,103,-0.12053668025532363,0.992708874098054,11314.539999999999,15675.144,20712.100000000002,13504.0113,6122.684,9591.275,13494.841999999997,3083.412658469214,15301.448825,4022.4792461237084,15732.7286875,6456.059778405556,-4360.604000000001,-0.2781858973671949
2017-01-01,10421.8172,52,1,1,2017,104,6.432490598706546e-16,1.0,22843.047,11314.539999999999,15675.144,20712.100000000002,15492.867,3987.545,17078.793499999996,8151.885476656595,17636.20775,5176.277371557811,17822.7740625,5542.334542788118,11528.507,1.0189107997320264
2017-01-08,5769.608,1,1,1,2017,105,0.12053668025532305,0.992708874098054,10421.8172,22843.047,11314.539999999999,15675.144,27965.3492,9673.8455,16632.432099999995,8783.135822256432,15063.637049999998,5671.430746299964,17188.8928375,6107.9989427297605,-12421.2298,-0.5437641396964249
2017-01-15,2174.507,2,1,1,2017,106,0.23931566428755774,0.970941817426052,5769.608,10421.8172,22843.047,11314.539999999999,15075.134,5588.974,8095.712599999996,3289.6086728184455,12587.253049999998,7256.502934167656,14414.4251875,5527.079390608618,-4652.209199999999,-0.44639136445417593
2017-01-22,3227.454,3,1,1,2017,107,0.3546048870425356,0.9350162426854148,2174.507,5769.608,10421.8172,22843.047,13504.0113,6122.684,3972.0574999999963,2542.120296150527,10302.2448,9016.483710120952,12801.8468125,6994.038636155701,-3595.101,-0.6231100969077968
2017-01-29,2662.052,4,1,1,2017,108,0.4647231720437685,0.8854560256532099,3227.454,2174.507,5769.608,10421.8172,20712.100000000002,15492.867,2700.9804999999965,744.5459639299768,5398.34655,3673.282289880867,11517.27715,7749.5718234373035,1052.9470000000001,0.4842233205043718
2017-02-05,17926.368,5,2,1,2017,109,0.5680647467311558,0.8229838658936564,2662.052,3227.454,2174.507,5769.608,15675.144,27965.3492,2944.7529999999965,399.79958829634006,3458.4052500000003,1599.7468389949374,9261.021149999999,7304.947054079333,-565.402,-0.17518514593856338
